b'id',b'key',b'value',b'type' 
b'1022474429',b'power',b'tower',b'regular'
b'1022474429',b'type',b'suspension',b'tower'
b'1022474530',b'design',b'one-level',b'regular'
b'1022474530',b'power',b'tower',b'regular'
b'1022474530',b'type',b'suspension',b'tower'
b'1022474713',b'design',b'one-level',b'regular'
b'1022474713',b'power',b'tower',b'regular'
b'1022474713',b'type',b'suspension',b'tower'
b'1022474817',b'power',b'tower',b'regular'
b'1022474963',b'design',b'one-level',b'regular'
b'1022474963',b'power',b'tower',b'regular'
b'1022474963',b'type',b'anchor',b'tower'
b'1022475106',b'power',b'tower',b'regular'
b'1022475291',b'power',b'tower',b'regular'
b'1022475480',b'design',b'one-level',b'regular'
b'1022475480',b'power',b'tower',b'regular'
b'1022475480',b'type',b'suspension',b'tower'
b'1022475638',b'design',b'donau',b'regular'
b'1022475638',b'power',b'tower',b'regular'
b'1022475638',b'type',b'suspension',b'tower'
b'1022524297',b'design',b'donau',b'regular'
b'1022524297',b'power',b'tower',b'regular'
b'1022524403',b'power',b'portal',b'regular'
b'1022524543',b'power',b'portal',b'regular'
b'1038958876',b'name',b'R\xc3\xbcllschau',b'regular'
b'1038958876',b'traffic_sign',b'city_limit',b'regular'
b'1119156159',b'design',b'one-level',b'regular'
b'1119156159',b'power',b'tower',b'regular'
b'1119156199',b'description',b'eastern 220kv circuit from Germany jumps to western side north of here',b'regular'
b'1119156199',b'design',b'one-level',b'regular'
b'1119156199',b'power',b'tower',b'regular'
b'1119156199',b'type',b'branch',b'tower'
b'1119156226',b'design',b'one-level',b'regular'
b'1119156226',b'power',b'tower',b'regular'
b'1119156255',b'design',b'one-level',b'regular'
b'1119156255',b'power',b'tower',b'regular'
b'1119156279',b'design',b'one-level',b'regular'
b'1119156279',b'power',b'tower',b'regular'
b'1142629668',b'railway',b'buffer_stop',b'regular'
b'1150947161',b'railway',b'level_crossing',b'regular'
b'1166740225',b'highway',b'turning_circle',b'regular'
b'1224367288',b'amenity',b'fuel',b'regular'
b'1224367288',b'branch',b'Padborg',b'regular'
b'1224367288',b'HGV_diesel',b'no',b'fuel'
b'1224367288',b'diesel',b'yes',b'fuel'
b'1224367288',b'octane_95',b'yes',b'fuel'
b'1224367288',b'octane_98',b'yes',b'fuel'
b'1224367288',b'name',b'Q8',b'fuel'
b'1241286013',b'signal:main',b'DE-ESO:hp',b'railway'
b'1241286013',b'ref',b'2G',b'railway'
b'1241286352',b'railway',b'switch',b'regular'
b'1241286352',b'ref',b'W207',b'regular'
b'1241680861',b'railway',b'switch',b'regular'
b'1241680861',b'ref',b'W13',b'regular'
b'1260851006',b'name',b'Jarplund',b'regular'
b'1260851006',b'traffic_sign',b'city_limit',b'regular'
b'1274111658',b'amenity',b'bench',b'regular'
b'1274111658',b'designation',b'E',b'regular'
b'1288301324',b'aeroway',b'vasi',b'regular'
b'1288301324',b'source',b'Bing',b'regular'
b'1305818922',b'railway',b'level_crossing',b'regular'
b'1313368132',b'crossing',b'traffic_signals',b'regular'
b'1313368132',b'crossing_ref',b'pelican',b'regular'
b'1313368132',b'highway',b'traffic_signals',b'regular'
b'1313368132',b'segregated',b'no',b'regular'
b'1313368132',b'sloped_curb',b'both',b'regular'
b'1313368132',b'sound',b'no',b'traffic_signals'
b'1313368132',b'vibration',b'no',b'traffic_signals'
b'1313600470',b'power',b'tower',b'regular'
b'1313600470',b'source',b'Bing',b'regular'
b'1313600813',b'name',b'Wassersleben',b'regular'
b'1313600813',b'traffic_sign',b'city_limit',b'regular'
b'1313601092',b'power',b'tower',b'regular'
b'1319462928',b'city',b'Flensburg',b'addr'
b'1319462928',b'country',b'DE',b'addr'
b'1319462928',b'housenumber',b'9',b'addr'
b'1319462928',b'postcode',b'24937',b'addr'
b'1319462928',b'street',b'Holm',b'addr'
b'1319462928',b'brand',b'Rossmann',b'addr'
b'1319462928',b'phone',b'+49 461 1682307',b'contact'
b'1319462928',b'website',b'https://www.rossmann.de',b'contact'
b'1319462928',b'name',b'Rossmann',b'contact'
b'1319462928',b'opening_hours',b'Mo-Fr 08:00-20:00; Sa 08:00-20:00; Su off; PH off',b'contact'
b'1319462928',b'operator',b'Dirk Rossmann GmbH',b'contact'
b'1319462928',b'shop:num',b'262',b'ref'
b'1319462928',b'vatin',b'DE115055186',b'ref'
b'1319462928',b'shop',b'chemist',b'ref'
b'1319462928',b'wheelchair',b'yes',b'ref'
b'1337990189',b'design',b'three-level',b'regular'
b'1337990189',b'power',b'tower',b'regular'
b'1337990199',b'design',b'three-level',b'regular'
b'1337990199',b'power',b'tower',b'regular'
b'1350288601',b'method',b'wind_turbine',b'generator'
b'1350288601',b'source',b'wind',b'generator'
b'1350288601',b'type',b'horizontal_axis',b'generator'
b'1350288601',b'manufacturer',b'EasyWind',b'generator'
b'1350288601',b'note',b'Kleinwindkraftanlage',b'generator'
b'1350288601',b'power',b'generator',b'generator'
b'1359047946',b'barrier',b'gate',b'regular'
b'1359047946',b'bicycle',b'yes',b'regular'
b'1359047946',b'foot',b'yes',b'regular'
b'1363271310',b'amenity',b'recycling',b'regular'
b'1363271310',b'glass',b'yes',b'recycling'
b'1363271310',b'recycling_type',b'container',b'recycling'
b'1389350874',b'direction',b'forward',b'regular'
b'1389350874',b'highway',b'give_way',b'regular'
b'1389350874',b'traffic_sign',b'DE:205',b'regular'
b'1392102395',b'city',b'Flensburg',b'addr'
b'1392102395',b'country',b'DE',b'addr'
b'1392102395',b'housenumber',b'42',b'addr'
b'1392102395',b'postcode',b'24943',b'addr'
b'1392102395',b'street',b'Mozartstra\xc3\x9fe',b'addr'
b'1392102395',b'amenity',b'doctors',b'addr'
b'1392102395',b'fax',b'+4946161286',b'contact'
b'1392102395',b'phone',b'+4946163500',b'contact'
b'1392102395',b'healthcare',b'doctor',b'contact'
b'1392102395',b'speciality',b'general',b'healthcare'
b'1392102395',b'name',b'Gemeinschaftspraxis Dr. T\xc3\xbcxen u. Dr. Ahnsel',b'healthcare'
b'1392102395',b'wheelchair',b'no',b'healthcare'
b'1408915769',b'barrier',b'cycle_barrier',b'regular'
b'1408915769',b'bicycle',b'yes',b'regular'
b'1408915769',b'foot',b'yes',b'regular'
b'1430923044',b'highway',b'turning_circle',b'regular'
b'1430923044',b'noexit',b'yes',b'regular'
b'1435070816',b'amenity',b'recycling',b'regular'
b'1435070816',b'clothes',b'yes',b'recycling'
b'1435070816',b'glass',b'yes',b'recycling'
b'1435070816',b'glass_bottles',b'yes',b'recycling'
b'1435070816',b'recycling_type',b'container',b'recycling'
b'1473061959',b'entrance',b'yes',b'regular'
b'1473062052',b'entrance',b'yes',b'regular'
b'1476075436',b'entrance',b'yes',b'regular'
b'1476145283',b'entrance',b'yes',b'regular'
b'1476631834',b'entrance',b'yes',b'regular'
b'1507528939',b'city',b'Padborg',b'addr'
b'1507528939',b'country',b'DK',b'addr'
b'1507528939',b'housenumber',b'13',b'addr'
b'1507528939',b'postcode',b'6330',b'addr'
b'1507528939',b'street',b'N\xc3\xb8rvang',b'addr'
b'1507528939',b'identifier',b'437E512DF8E5400F84EC909595E00C31',b'osak'
b'1507528939',b'municipality_no',b'580',b'osak'
b'1507528939',b'revision',b'2010-09-06T11:59:00',b'osak'
b'1507528939',b'street_no',b'1274',b'osak'
b'1507528939',b'subdivision',b'Fr\xc3\xb8slev',b'osak'
b'1507528939',b'source',b'AWS Web API',b'osak'
b'1507631496',b'city',b'Padborg',b'addr'
b'1507631496',b'country',b'DK',b'addr'
b'1507631496',b'housenumber',b'1',b'addr'
b'1507631496',b'postcode',b'6330',b'addr'
b'1507631496',b'street',b'M\xc3\xb8llegade',b'addr'
b'1507631496',b'identifier',b'F25E8F26CCFB4CF7AC8CC666F0CB8F52',b'osak'
b'1507631496',b'municipality_no',b'580',b'osak'
b'1507631496',b'revision',b'2010-09-06T11:59:00',b'osak'
b'1507631496',b'street_no',b'1138',b'osak'
b'1507631496',b'source',b'AWS Web API',b'osak'
b'1529243484',b'amenity',b'shelter',b'regular'
b'1529243484',b'tourism',b'picnic_site',b'regular'
b'1560600778',b'entrance',b'yes',b'regular'
b'1560923181',b'barrier',b'bollard',b'regular'
b'1560923181',b'bicycle',b'yes',b'regular'
b'1560923181',b'foot',b'yes',b'regular'
b'1560931415',b'entrance',b'yes',b'regular'
b'1561705089',b'city',b'Flensburg',b'addr'
b'1561705089',b'country',b'DE',b'addr'
b'1561705089',b'housenumber',b'33',b'addr'
b'1561705089',b'postcode',b'24943',b'addr'
b'1561705089',b'street',b'Mozartstra\xc3\x9fe',b'addr'
b'1561705089',b'fax',b'+49 461 168459-22',b'contact'
b'1561705089',b'phone',b'+49 461 168459-0',b'contact'
b'1561705089',b'website',b'http://remax.de',b'contact'
b'1561705089',b'name',b'RE/MAX Immobilien',b'contact'
b'1561705089',b'office',b'estate_agent',b'contact'
b'1571023690',b'city',b'Flensburg',b'addr'
b'1571023690',b'country',b'DE',b'addr'
b'1571023690',b'housenumber',b'94',b'addr'
b'1571023690',b'postcode',b'24944',b'addr'
b'1571023690',b'street',b'Schottweg',b'addr'
b'1571023690',b'website',b'http://baecker-meesenburg.de',b'contact'
b'1571023690',b'name',b'B\xc3\xa4cker Meesenburg',b'contact'
b'1571023690',b'opening_hours',b'Mo-Sa 08:00-21:00',b'contact'
b'1571023690',b'shop',b'bakery',b'contact'
b'1571023690',b'wheelchair',b'yes',b'contact'
b'1596820655',b'city',b'Flensburg',b'addr'
b'1596820655',b'country',b'DE',b'addr'
b'1596820655',b'housenumber',b'4',b'addr'
b'1596820655',b'postcode',b'24941',b'addr'
b'1596820655',b'street',b'Lise-Meitner-Stra\xc3\x9fe',b'addr'
b'1596820655',b'name',b'mr. net group GmbH & Co. KG',b'addr'
b'1596820655',b'office',b'company',b'addr'
b'1602132850',b'design',b'triangle',b'regular'
b'1602132850',b'power',b'tower',b'regular'
b'1602132874',b'design',b'triangle',b'regular'
b'1602132874',b'power',b'tower',b'regular'
b'1620122598',b'historic',b'archaeological_site',b'regular'
b'1620122598',b'megalith_type',b'grosssteingrab',b'regular'
b'1620122598',b'name',b'Steingrab R\xc3\xa4uberhauptmannsberg',b'regular'
b'1620122598',b'site_type',b'megalith',b'regular'
b'1620122598',b'wikidata',b'Q1000700',b'regular'
b'1620122598',b'wikipedia',b'de:Steingrab R\xc3\xa4uberhauptmannsberg',b'regular'
b'1632763731',b'power',b'tower',b'regular'
b'1645373758',b'city',b'Handewitt',b'addr'
b'1645373758',b'country',b'DE',b'addr'
b'1645373758',b'housenumber',b'3',b'addr'
b'1645373758',b'postcode',b'24983',b'addr'
b'1645373758',b'street',b'Wiesharder Markt',b'addr'
b'1645373758',b'name',b'E aktiv markt J\xc3\xbcrgensen',b'addr'
b'1645373758',b'opening_hours',b'Mo-Sa 07:00-20:00',b'addr'
b'1645373758',b'operator',b'EDEKA',b'addr'
b'1645373758',b'shop',b'supermarket',b'addr'
b'1650346828',b'city',b'Flensburg',b'addr'
b'1650346828',b'country',b'DE',b'addr'
b'1650346828',b'housenumber',b'18',b'addr'
b'1650346828',b'postcode',b'24941',b'addr'
b'1650346828',b'street',b'Lilienthalstra\xc3\x9fe',b'addr'
b'1650346828',b'amenity',b'fuel',b'addr'
b'1650346828',b'HGV_diesel',b'yes',b'fuel'
b'1650346828',b'adblue',b'yes',b'fuel'
b'1650346828',b'diesel',b'yes',b'fuel'
b'1650346828',b'name',b'tankpool24',b'fuel'
b'1650346828',b'operator',b'tankpool24',b'fuel'
b'1688523295',b'highway',b'traffic_signals',b'regular'
b'1688523336',b'highway',b'traffic_signals',b'regular'
b'1688625418',b'name',b'H\xc3\xbcrup',b'regular'
b'1688625418',b'traffic_sign',b'city_limit',b'regular'
b'1698456362',b'name',b'Stadtb\xc3\xa4ckerei',b'regular'
b'1698456362',b'shop',b'bakery',b'regular'
b'1698456362',b'wheelchair',b'limited',b'regular'
b'1706586067',b'highway',b'turning_circle',b'regular'
b'1720448111',b'noexit',b'yes',b'regular'
b'1720448413',b'barrier',b'gate',b'regular'
b'1720448413',b'foot',b'yes',b'regular'
b'1739338205',b'noexit',b'yes',b'regular'
b'1741862332',b'city',b'Flensburg',b'addr'
b'1741862332',b'country',b'DE',b'addr'
b'1741862332',b'housenumber',b'11',b'addr'
b'1741862332',b'postcode',b'24937',b'addr'
b'1741862332',b'street',b'Gro\xc3\x9fe Stra\xc3\x9fe',b'addr'
b'1741862332',b'amenity',b'cafe',b'addr'
b'1741862332',b'cuisine',b'ice_cream',b'addr'
b'1741862332',b'name',b'Eis Caf\xc3\xa9 Milano',b'addr'
b'1741862332',b'opening_hours',b'Mo-Sa 09:30-19:30',b'addr'
b'1768589543',b'access',b'permissive',b'regular'
b'1768589543',b'barrier',b'gate',b'regular'
b'1769267062',b'barrier',b'bollard',b'regular'
b'1769267062',b'foot',b'yes',b'regular'
b'1769582988',b'crossing',b'uncontrolled',b'regular'
b'1769582988',b'highway',b'crossing',b'regular'
b'1773377316',b'barrier',b'bollard',b'regular'
b'1773377316',b'bicycle',b'yes',b'regular'
b'1773377316',b'foot',b'yes',b'regular'
b'1773439418',b'highway',b'traffic_signals',b'regular'
b'1776912976',b'barrier',b'bollard',b'regular'
b'1776912976',b'bicycle',b'yes',b'regular'
b'1776912976',b'foot',b'yes',b'regular'
b'1777324482',b'highway',b'bus_stop',b'regular'
b'1777324482',b'name',b'Blasberg',b'regular'
b'1777324482',b'public_transport',b'platform',b'regular'
b'1777324482',b'shelter',b'yes',b'regular'
b'1777324482',b'tactile_paving',b'no',b'regular'
b'1777324496',b'entrance',b'yes',b'regular'
b'1777324531',b'emergency',b'fire_hydrant',b'regular'
b'1777324531',b'diameter',b'100',b'fire_hydrant'
b'1777324531',b'type',b'underground',b'fire_hydrant'
b'1779120454',b'barrier',b'gate',b'regular'
b'1782745427',b'barrier',b'bollard',b'regular'
b'1782745427',b'bicycle',b'yes',b'regular'
b'1782745427',b'foot',b'yes',b'regular'
b'1783687144',b'genus',b'Quercus',b'regular'
b'1783687144',b'de',b'Eiche',b'genus'
b'1783687144',b'leaf_type',b'broadleaved',b'genus'
b'1783687144',b'natural',b'tree',b'genus'
b'1784385332',b'noexit',b'yes',b'regular'
b'1784947325',b'barrier',b'gate',b'regular'
b'1784947325',b'foot',b'yes',b'regular'
b'1786362924',b'highway',b'bus_stop',b'regular'
b'1786362924',b'name',b'Diakonissenanstalt',b'regular'
b'1786362924',b'public_transport',b'platform',b'regular'
b'1787034935',b'barrier',b'bollard',b'regular'
b'1787034935',b'bicycle',b'yes',b'regular'
b'1787034935',b'foot',b'yes',b'regular'
b'1787540994',b'barrier',b'bollard',b'regular'
b'1787540994',b'bicycle',b'yes',b'regular'
b'1787540994',b'foot',b'yes',b'regular'
b'1789782024',b'bus',b'yes',b'regular'
b'1789782024',b'highway',b'bus_stop',b'regular'
b'1789782024',b'public_transport',b'platform',b'regular'
b'1792250416',b'note',b'Zufahrt private Tiefgarage',b'regular'
b'1793048603',b'noexit',b'yes',b'regular'
b'1793540352',b'bus',b'yes',b'regular'
b'1793540352',b'description',b'nur Reise- und Fernbusse',b'regular'
b'1793540352',b'highway',b'bus_stop',b'regular'
b'1793540352',b'public_transport',b'stop_position',b'regular'
b'1793540352',b'wheelchair',b'yes',b'regular'
b'1800383283',b'tourism',b'information',b'regular'
b'1800383307',b'tourism',b'information',b'regular'
b'1802246704',b'barrier',b'gate',b'regular'
b'1802246704',b'bicycle',b'yes',b'regular'
b'1802246704',b'foot',b'yes',b'regular'
b'1803984997',b'city',b'Flensburg',b'addr'
b'1803984997',b'country',b'DE',b'addr'
b'1803984997',b'housenumber',b'164',b'addr'
b'1803984997',b'postcode',b'24944',b'addr'
b'1803984997',b'street',b'M\xc3\xbcrwiker Stra\xc3\x9fe',b'addr'
b'1803984997',b'name',b'Seewarte',b'addr'
b'1803984997',b'tourism',b'hotel',b'addr'
b'1803984997',b'website',b'www.hotel-pension-flensburg.de',b'addr'
b'1804458252',b'noexit',b'yes',b'regular'
b'1805515772',b'entrance',b'yes',b'regular'
b'1805928829',b'entrance',b'yes',b'regular'
b'1805929034',b'entrance',b'yes',b'regular'
b'1805929102',b'entrance',b'yes',b'regular'
b'1805929186',b'entrance',b'yes',b'regular'
b'1805929216',b'entrance',b'yes',b'regular'
b'1805929256',b'entrance',b'yes',b'regular'
b'1805929266',b'entrance',b'yes',b'regular'
b'1805959589',b'entrance',b'yes',b'regular'
b'1805959603',b'entrance',b'yes',b'regular'
b'1806149916',b'entrance',b'yes',b'regular'
b'1806271155',b'entrance',b'yes',b'regular'
b'1806271215',b'entrance',b'yes',b'regular'
b'1806348415',b'entrance',b'yes',b'regular'
b'1810603814',b'entrance',b'yes',b'regular'
b'1810604293',b'entrance',b'yes',b'regular'
b'1811001499',b'entrance',b'yes',b'regular'
b'1811001739',b'entrance',b'yes',b'regular'
b'1811001804',b'entrance',b'yes',b'regular'
b'1811001824',b'entrance',b'yes',b'regular'
b'1811001845',b'entrance',b'yes',b'regular'
b'1811001931',b'entrance',b'yes',b'regular'
b'1811055154',b'entrance',b'yes',b'regular'
b'1811081879',b'city',b'Flensburg',b'addr'
b'1811081879',b'country',b'DE',b'addr'
b'1811081879',b'housenumber',b'94',b'addr'
b'1811081879',b'postcode',b'24944',b'addr'
b'1811081879',b'street',b'Schottweg',b'addr'
b'1811081879',b'fax',b'+49 461 68013',b'contact'
b'1811081879',b'phone',b'+49 461 38013',b'contact'
b'1811081879',b'name',b'Adelheid Rex \xc3\x84nderungsschneiderin',b'contact'
b'1811081879',b'shop',b'tailor',b'contact'
b'1811082077',b'entrance',b'yes',b'regular'
b'1811188321',b'entrance',b'yes',b'regular'
b'1815655153',b'entrance',b'yes',b'regular'
b'1815655220',b'entrance',b'yes',b'regular'
b'1815766227',b'entrance',b'yes',b'regular'
b'1817439557',b'entrance',b'yes',b'regular'
b'1819933147',b'access',b'private',b'regular'
b'1819933147',b'barrier',b'gate',b'regular'
b'1819999102',b'barrier',b'bollard',b'regular'
b'1819999102',b'bicycle',b'yes',b'regular'
b'1819999102',b'foot',b'yes',b'regular'
b'1820126286',b'entrance',b'yes',b'regular'
b'1820126314',b'entrance',b'yes',b'regular'
b'1820126377',b'entrance',b'yes',b'regular'
b'1820126561',b'entrance',b'yes',b'regular'
b'1820126633',b'entrance',b'yes',b'regular'
b'1820273747',b'entrance',b'yes',b'regular'
b'1820684162',b'entrance',b'yes',b'regular'
b'1821916502',b'bicycle',b'yes',b'regular'
b'1821916502',b'barrier',b'block',b'disused'
b'1821916502',b'foot',b'yes',b'disused'
b'1822839924',b'note',b'Geb\xc3\xa4ude Mitte 2012 abgerissen',b'regular'
b'1822843323',b'barrier',b'block',b'regular'
b'1822843323',b'bicycle',b'yes',b'regular'
b'1822843323',b'foot',b'yes',b'regular'
b'1825594001',b'entrance',b'yes',b'regular'
b'1825594087',b'entrance',b'yes',b'regular'
b'1826611366',b'access',b'no',b'regular'
b'1826611366',b'barrier',b'gate',b'regular'
b'1826611366',b'bicycle',b'no',b'regular'
b'1826611366',b'foot',b'yes',b'regular'
b'1826611366',b'maxheight',b'2',b'regular'
b'1826611366',b'maxwidth',b'1',b'regular'
b'1826809289',b'noexit',b'yes',b'regular'
b'1826947948',b'amenity',b'toilets',b'regular'
b'1827690653',b'highway',b'street_lamp',b'regular'
b'1827690754',b'noexit',b'yes',b'regular'
b'1828314690',b'access',b'private',b'regular'
b'1828314690',b'barrier',b'gate',b'regular'
b'1828315287',b'entrance',b'main',b'regular'
b'1828519539',b'barrier',b'gate',b'regular'
b'1828519666',b'entrance',b'yes',b'regular'
b'1830667013',b'noexit',b'yes',b'regular'
b'1830667121',b'entrance',b'yes',b'regular'
b'1830837226',b'entrance',b'yes',b'regular'
b'1832121434',b'bus',b'yes',b'regular'
b'1832121434',b'name',b'Adelbyer Kirchenweg',b'regular'
b'1832121434',b'public_transport',b'stop_position',b'regular'
b'1832462597',b'entrance',b'yes',b'regular'
b'1832475144',b'city',b'Flensburg',b'addr'
b'1832475144',b'country',b'DE',b'addr'
b'1832475144',b'housenumber',b'57',b'addr'
b'1832475144',b'postcode',b'24943',b'addr'
b'1832475144',b'street',b'Engelsbyer Stra\xc3\x9fe',b'addr'
b'1832475144',b'name',b'KiK',b'addr'
b'1832475144',b'opening_hours',b'Mo-Fr 09:00-19:00; Sa 09:00-14:00',b'addr'
b'1832475144',b'ref',b'2455',b'addr'
b'1832475144',b'shop',b'clothes',b'addr'
b'1832475144',b'website',b'kik-textilien.com',b'addr'
b'1832475144',b'wheelchair',b'yes',b'addr'
b'1832780011',b'entrance',b'yes',b'regular'
b'1832780021',b'entrance',b'yes',b'regular'
b'1832808630',b'entrance',b'yes',b'regular'
b'1833014588',b'leisure',b'playground',b'regular'
b'1833185307',b'entrance',b'yes',b'regular'
b'1833185329',b'entrance',b'yes',b'regular'
b'1833245065',b'entrance',b'yes',b'regular'
b'1833245102',b'entrance',b'yes',b'regular'
b'1833358830',b'city',b'Flensburg',b'addr'
b'1833358830',b'country',b'DE',b'addr'
b'1833358830',b'housenumber',b'14',b'addr'
b'1833358830',b'postcode',b'24937',b'addr'
b'1833358830',b'street',b'Rote Stra\xc3\x9fe',b'addr'
b'1833358830',b'name',b'Robbe & Berking',b'addr'
b'1833358830',b'shop',b'flatware',b'addr'
b'1833358851',b'city',b'Flensburg',b'addr'
b'1833358851',b'country',b'DE',b'addr'
b'1833358851',b'housenumber',b'14',b'addr'
b'1833358851',b'postcode',b'24937',b'addr'
b'1833358851',b'street',b'Rote Stra\xc3\x9fe',b'addr'
b'1833358851',b'name',b'Elah 14',b'addr'
b'1833358851',b'shop',b'clothes',b'addr'
b'1833456548',b'entrance',b'yes',b'regular'
b'1833456731',b'entrance',b'yes',b'regular'
b'1833456904',b'entrance',b'yes',b'regular'
b'1833979041',b'entrance',b'yes',b'regular'
b'1835333992',b'entrance',b'yes',b'regular'
b'1836223436',b'amenity',b'bench',b'regular'
b'1836224029',b'entrance',b'yes',b'regular'
b'1836240402',b'entrance',b'yes',b'regular'
b'1836353234',b'entrance',b'yes',b'regular'
b'1836353253',b'entrance',b'yes',b'regular'
b'1836353293',b'entrance',b'yes',b'regular'
b'1836353431',b'entrance',b'yes',b'regular'
b'1836499283',b'entrance',b'yes',b'regular'
b'1836499381',b'entrance',b'yes',b'regular'
b'1836575102',b'entrance',b'yes',b'regular'
b'1836575139',b'entrance',b'yes',b'regular'
b'1836575341',b'entrance',b'yes',b'regular'
b'1836575581',b'noexit',b'yes',b'regular'
b'1836655056',b'entrance',b'yes',b'regular'
b'1836655171',b'entrance',b'yes',b'regular'
b'1837936777',b'entrance',b'yes',b'regular'
b'1837936807',b'entrance',b'yes',b'regular'
b'1838514303',b'entrance',b'yes',b'regular'
b'1841437535',b'access',b'private',b'regular'
b'1841437535',b'barrier',b'gate',b'regular'
b'1844365588',b'entrance',b'yes',b'regular'
b'1844365821',b'entrance',b'yes',b'regular'
b'1844365841',b'entrance',b'yes',b'regular'
b'1844365881',b'entrance',b'yes',b'regular'
b'1844403286',b'entrance',b'yes',b'regular'
b'1845322114',b'entrance',b'yes',b'regular'
b'1845322147',b'entrance',b'yes',b'regular'
b'1845322293',b'leisure',b'playground',b'regular'
b'1845322843',b'entrance',b'yes',b'regular'
b'1845322893',b'entrance',b'yes',b'regular'
b'1847371567',b'entrance',b'yes',b'regular'
b'1847371847',b'entrance',b'yes',b'regular'
b'1847371881',b'entrance',b'yes',b'regular'
b'1847887125',b'entrance',b'yes',b'regular'
b'1847887135',b'entrance',b'yes',b'regular'
b'1847887145',b'entrance',b'yes',b'regular'
b'1847887226',b'entrance',b'yes',b'regular'
b'1850176569',b'access',b'private',b'regular'
b'1850176569',b'barrier',b'gate',b'regular'
b'1852765910',b'entrance',b'yes',b'regular'
b'1858243333',b'city',b'Flensburg',b'addr'
b'1858243333',b'country',b'DE',b'addr'
b'1858243333',b'housenumber',b'11',b'addr'
b'1858243333',b'postcode',b'24937',b'addr'
b'1858243333',b'street',b'Holm',b'addr'
b'1858243333',b'fax',b'+49 461 12328',b'addr'
b'1858243333',b'name',b'Deichmann',b'addr'
b'1858243333',b'opening_hours',b'Mo-Sa 09:00-19:00',b'addr'
b'1858243333',b'phone',b'+49 461 12316',b'addr'
b'1858243333',b'shop',b'shoes',b'addr'
b'1858243333',b'wheelchair',b'no',b'toilets'
b'1858243333',b'website',b'deichmann.de',b'toilets'
b'1858243333',b'wheelchair',b'yes',b'toilets'
b'1858243333',b'description',b'Fahrstuhl zum 1. Stock (Herren) f\xc3\xbcr Selbstfahrer zu klein',b'wheelchair'
b'1858243362',b'city',b'Flensburg',b'addr'
b'1858243362',b'country',b'DE',b'addr'
b'1858243362',b'housenumber',b'53',b'addr'
b'1858243362',b'postcode',b'24937',b'addr'
b'1858243362',b'street',b'Holm',b'addr'
b'1858243362',b'name',b'Only',b'addr'
b'1858243362',b'shop',b'clothes',b'addr'
b'1858243362',b'wheelchair',b'yes',b'addr'
b'1858243422',b'city',b'Flensburg',b'addr'
b'1858243422',b'country',b'DE',b'addr'
b'1858243422',b'housenumber',b'49',b'addr'
b'1858243422',b'postcode',b'24937',b'addr'
b'1858243422',b'street',b'Holm',b'addr'
b'1858243422',b'name',b'Street One',b'addr'
b'1858243422',b'shop',b'clothes',b'addr'
b'1858243422',b'wheelchair',b'yes',b'addr'
b'1858644223',b'historic',b'memorial',b'regular'
b'1858644223',b'image',b'http://upload.wikimedia.org/wikipedia/commons/8/8d/Stolpersteine_Flensburg_Mayer_Hartkaese_Crefeld_Levin.jpg',b'regular'
b'1858644223',b'addr',b'S\xc3\xbcdergraben 36',b'memorial'
b'1858644223',b'name',b'Lilli Mayer',b'memorial'
b'1858644223',b'text',b'Hier wohnte Lilli Mayer Geb. Moses Jg. 1888 Ermordet in Riga',b'memorial'
b'1858644223',b'type',b'stolperstein',b'memorial'
b'1858644223',b'wheelchair',b'yes',b'memorial'
b'1864646651',b'entrance',b'yes',b'regular'
b'1864646760',b'entrance',b'yes',b'regular'
b'1864646782',b'entrance',b'yes',b'regular'
b'1864646807',b'entrance',b'yes',b'regular'
b'1865295862',b'entrance',b'yes',b'regular'
b'1865295881',b'entrance',b'yes',b'regular'
b'1868275990',b'entrance',b'yes',b'regular'
b'1868483509',b'entrance',b'yes',b'regular'
b'1868483757',b'entrance',b'yes',b'regular'
b'1868503598',b'barrier',b'block',b'regular'
b'1868503598',b'bicycle',b'yes',b'regular'
b'1868503598',b'foot',b'yes',b'regular'
b'1868633040',b'entrance',b'yes',b'regular'
b'1868633146',b'entrance',b'yes',b'regular'
b'1868633172',b'entrance',b'yes',b'regular'
b'1868633192',b'entrance',b'yes',b'regular'
b'1868633296',b'entrance',b'yes',b'regular'
b'1868633326',b'entrance',b'yes',b'regular'
b'1868633356',b'entrance',b'yes',b'regular'
b'1868684367',b'entrance',b'yes',b'regular'
b'1868684377',b'entrance',b'yes',b'regular'
b'1868956969',b'entrance',b'yes',b'regular'
b'1868956988',b'entrance',b'yes',b'regular'
b'1868957005',b'entrance',b'yes',b'regular'
b'1868957129',b'entrance',b'yes',b'regular'
b'1868957311',b'entrance',b'yes',b'regular'
b'1871012381',b'entrance',b'yes',b'regular'
b'1871012458',b'entrance',b'yes',b'regular'
b'1871076221',b'access',b'private',b'regular'
b'1871076221',b'barrier',b'gate',b'regular'
b'1871122358',b'entrance',b'yes',b'regular'
b'1871122448',b'entrance',b'yes',b'regular'
b'1875536847',b'entrance',b'yes',b'regular'
b'1875536887',b'entrance',b'yes',b'regular'
b'1875876949',b'entrance',b'yes',b'regular'
b'1875876970',b'entrance',b'yes',b'regular'
b'1875876997',b'entrance',b'yes',b'regular'
b'1876277585',b'bus',b'yes',b'regular'
b'1876277585',b'highway',b'bus_stop',b'regular'
